index,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
521,"[원격+집체훈련] 영상 모션 편집(포토샵, 프리미어, 애프터이펙트)",(사)한국디지털컨버전스협회,62,1298550,500,41.0,,08_문화 예술 디자인 방송,포토샵
522,"모바일 웹 & 앱디자인(웹퍼블리셔,jquery, vue.js)(B)",이젠아카데미평생교육원,90,4045680,20,83.9,25.0,08_문화 예술 디자인 방송,
523,모바일 앱&웹디자인(웹퍼블리셔)-디지털디자인,주식회사 이젠컴퓨터아카데미,88,3933300,30,84.6,25.0,08_문화 예술 디자인 방송,웹디자인
524,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,34.0,08_문화 예술 디자인 방송,포토샵
525,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,,08_문화 예술 디자인 방송,빅데이터
526,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25.0,,08_문화 예술 디자인 방송,
527,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,33.0,08_문화 예술 디자인 방송,포토샵
528,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,23.0,08_문화 예술 디자인 방송,
529,디자인 양성(포토샵+일러스트&그래픽실무),이노직업전문학교,35,786660,20,38.7,38.0,08_문화 예술 디자인 방송,포토샵
530,디지털디자인 양성과정,충주직업전문학교,126,4270440,20,73.7,27.0,08_문화 예술 디자인 방송,디지털디자인
531,모형제작을위한 3D프린팅디자인과정,한울직업전문학교,102,3989490,25,60.4,32.0,08_문화 예술 디자인 방송,
532,3D프린팅 융합 스마트제품디자인 양성과정,한국정보교육원(구.경원직업전문학교),101,4495200,20,85.0,26.0,08_문화 예술 디자인 방송,
533,게임 프로그래밍 전문가 양성과정,서울게임아카데미부산학원,169,4205920,20,50.0,25.0,08_문화 예술 디자인 방송,게임
534,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,24,674280,20,43.2,29.0,08_문화 예술 디자인 방송,포토샵
535,환경인테리어건축설계디자인(CAD/MAX/건축제도/리터칭/V-Ray/포토샵),새동아직업전문학교,88,2949970,20,56.3,27.0,08_문화 예술 디자인 방송,포토샵
536,웹퍼블리셔(UI/UX 웹디자인)입문과정,노원 그린컴퓨터아카데미,60,1629510,20,53.8,30.0,08_문화 예술 디자인 방송,웹디자인
537,모바일 게임 개발자 양성과정,주식회사경일게임아카데미,109,5420970,30,69.7,24.0,08_문화 예술 디자인 방송,게임
538,디지털디자이너 양성과정,아성직업전문학교,86,3371400,20,81.0,32.0,08_문화 예술 디자인 방송,
539,[과정평가형]스마트 UXUI 디지털디자인 및 웹디자인기능사 자격증취득과정 A,이젠IT컴퓨터아카데미,86,3539400,20,70.0,26.0,08_문화 예술 디자인 방송,웹디자인
540,"모바일웹 UI/UX 콘텐츠제작(웹표준, 반응형웹)",더조은컴퓨터아트학원,90,3652350,20,66.0,26.0,08_문화 예술 디자인 방송,
541,웹디자인(웹퍼블리셔)프론트앤드 실무자 양성 A,더조은컴퓨터아카데미,127,4270440,20,72.2,24.0,08_문화 예술 디자인 방송,웹디자인
542,"환경디자인(캐드,MAX,스케치업,실내건축설계디자인) M",그린컴퓨터아카데미 부산,113,4551390,20,63.4,25.0,08_문화 예술 디자인 방송,
543,"시각디자인(2D그래픽, 프리미어, 에프터이펙트)영상 광고제작 양성과정",그린컴퓨터아카데미 신촌,49,1067610,20,53.7,28.0,08_문화 예술 디자인 방송,시각디자인
544,"유튜브 영상편집실무양성 애프터이펙트(After Effect),프리미어(Premiere)",그린컴퓨터아카데미 신촌,61,1869300,20,50.2,28.0,08_문화 예술 디자인 방송,유튜브
545,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,34.0,08_문화 예술 디자인 방송,포토샵
546,반응형 웹디자인(UI/UX웹퍼블리셔) 양성과정,안산 그린컴퓨터아카데미,112,4270440,20,76.6,26.0,08_문화 예술 디자인 방송,웹디자인
547,"게임그래픽(원화,모델링,애니메이션,이펙트)디자인 실무자 양성",하이미디어아카데미,85,4237080,20,69.5,26.0,08_문화 예술 디자인 방송,게임
548,"시각,편집디자인(포토샵,일러스트,인디자인,GTQ자격)",(주)허브컴퓨터회계아트학원,40,899040,14,45.3,28.0,08_문화 예술 디자인 방송,포토샵
549,웹디자인&그래픽운용기능사실기자격증,윤성회계캐드컴퓨터학원,50,1123800,15,40.5,23.0,08_문화 예술 디자인 방송,웹디자인
550,반응형 퍼블리싱&웹디자인,(재)부산인재개발원 부산IT교육센터,109,4270440,25,65.0,28.0,08_문화 예술 디자인 방송,웹디자인
551,그래픽디자인(포토샵+일러스트+인디자인+포트폴리오+그래픽스운용자격증),배움회계캐드컴퓨터학원,50,1123800,10,43.6,26.0,08_문화 예술 디자인 방송,포토샵
552,"영상편집&모션그래픽제작(프리미어,에펙)",부산더조은직업전문학교,38,1067610,20,43.8,27.0,08_문화 예술 디자인 방송,영상
553,"시각(영상)편집디자인(프리미어, 애프터이펙트) 입문과정",강남 그린컴퓨터아카데미,49,1067610,20,40.6,28.0,08_문화 예술 디자인 방송,영상
554,디지털디자인 웹퍼블리셔 구직자 과정,그린컴퓨터아트학원,97,4270440,20,68.4,25.0,08_문화 예술 디자인 방송,디지털디자인
555,"[과정평가형] 실내건축산업기사 취득 과정 (인테리어, 캐드(CAD), 맥스(MAX)) B",강남 그린컴퓨터아카데미,123,4832000,30,66.0,25.0,08_문화 예술 디자인 방송,
556,"옥외광고출판디자인(시각디자인,편집디자인)전문가 양성과정 K-1",그린컴퓨터아카데미 부산,98,3820920,20,63.4,26.0,08_문화 예술 디자인 방송,시각디자인
557,2D.3D 게임그래픽 콘텐츠제작 양성 과정,(주)지지스쿨,112,4174770,30,37.8,25.0,08_문화 예술 디자인 방송,게임
558,영상편집을 활용한 UIUX디자인,부산나래디자인학원,85,3820920,20,92.3,26.0,08_문화 예술 디자인 방송,영상
559,"영상편집(프리미어,에프터이펙트) 전문가 양성",인천 그린컴퓨터아카데미,37,1629510,20,45.5,25.0,08_문화 예술 디자인 방송,영상
560,"디지털영상편집디자인(프리미어,에프터이펙트)",이젠아카데미,56,1573320,20,48.0,26.0,08_문화 예술 디자인 방송,영상
561,"멀티미디어 광고영상콘텐츠(프리미어,에펙,영상편집) B",이젠아카데미평생교육원,136,5234040,25,85.0,24.0,08_문화 예술 디자인 방송,멀티미디어
562,UI/UX 반응형 웹디자인&웹퍼블리셔(디자인&코딩) 양성과정 (N.06),강남 그린컴퓨터아카데미,96,4270440,20,66.0,26.0,08_문화 예술 디자인 방송,웹디자인
563,(과정평가형 자격)실내건축기사 취득과정 A(실내건축디자인취업과정),그린컴퓨터아트학원,105,5160300,20,76.9,27.0,08_문화 예술 디자인 방송,
564,[과정평가형] 웹디자인기능사 취득과정,(주)미래인재개발원,80,3303440,24,23.1,31.0,08_문화 예술 디자인 방송,웹디자인
565,"웹디자인기능사(HTML5,CSS3,JQ) 취득 및 실무양성(A)",인천 그린컴퓨터아카데미,93,3539400,20,72.7,25.0,08_문화 예술 디자인 방송,웹디자인
566,게임원화 전문가 양성과정(2D 그래픽),SBS아카데미게임학원 신촌,93,2305470,25,53.1,24.0,08_문화 예술 디자인 방송,게임
567,그래픽디자인(GTQ포토샵+GTQ일러스트),이젠컴퓨터아트학원,24,561900,20,48.1,25.0,08_문화 예술 디자인 방송,포토샵
568,"시각디자인&옥외광고디자인(일러스트,포토샵,인디자인)",그린컴퓨터아트학원,85,3820920,20,76.9,23.0,08_문화 예술 디자인 방송,포토샵
569,영상제작,서울방송아카데미,90,3364740,20,62.5,26.0,08_문화 예술 디자인 방송,영상
570,"스마트기기 UI/UX디자인(디지털앱, 웹디자인) 양성과정",그린컴퓨터아트학원 안양,101,4270440,20,63.4,28.0,08_문화 예술 디자인 방송,웹디자인
571,스마트디지털UI/UX앱&웹디자인,더조은컴퓨터학원,95,4270440,20,66.2,26.0,08_문화 예술 디자인 방송,웹디자인
572,디지털디자인(그래픽&웹디자인)취업과정,더조은컴퓨터아트학원,90,2809500,20,72.2,25.0,08_문화 예술 디자인 방송,웹디자인
573,게임 프로그래밍 제작 전문가 양성과정,서울게임아트학원,225,4205920,20,50.0,25.0,08_문화 예술 디자인 방송,게임
574,게임 캐릭터 콘텐츠 응용 제작 전문가 양성과정,서울게임아트학원,170,4237080,20,50.0,24.0,08_문화 예술 디자인 방송,게임
575,"영상제작(기획, 촬영, 편집, 영상그래픽)",방송정보국제교육원,122,5981760,30,70.9,25.0,08_문화 예술 디자인 방송,영상
576,[웹디자인] 포토샵&일러스트 GTQ1급 자격증 취득과정,이젠IT컴퓨터아카데미,30,674280,12,52.5,34.0,08_문화 예술 디자인 방송,웹디자인
577,시각디자인 양성 및 컴퓨터그래픽스운용기능사 취득과정,아이씨에이일산컴퓨터학원,102,3820920,30,58.1,25.0,08_문화 예술 디자인 방송,시각디자인
578,방송영상편집&모션,방송정보국제교육원,122,5495040,28,79.9,25.0,08_문화 예술 디자인 방송,영상
579,3D프린터활용 및 제품(디자인)설계제작,아성직업전문학교,86,3371400,22,81.0,29.0,08_문화 예술 디자인 방송,3D프린터
580,스마트기기 UI/UX 웹디자인&웹퍼블리셔 실무B,하이미디어컴퓨터디자인학원,101,4270440,25,77.1,28.0,08_문화 예술 디자인 방송,웹디자인
581,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,35.0,08_문화 예술 디자인 방송,포토샵
582,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,37.0,08_문화 예술 디자인 방송,
583,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,31.0,08_문화 예술 디자인 방송,포토샵
584,[탑강] UX디자인 7가지 비밀,한국이러닝협회,28,223770,500,25.0,,08_문화 예술 디자인 방송,
585,3D 프린터 기반 제품디자인 실무 양성,(재)한국직업능력교육원(구.열린직업전문학교),101,3933300,25,68.7,33.0,08_문화 예술 디자인 방송,
586,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,31.0,08_문화 예술 디자인 방송,빅데이터
587,스마트기기 UXUI 웹디자이너양성과정,SBS아카데미컴퓨터아트학원 대구,140,3933300,25,63.6,26.0,08_문화 예술 디자인 방송,
588,"GTQ자격증(포토샵,일러스트)-시각디자인",주식회사 이젠컴퓨터아카데미,28,786660,20,60.4,25.0,08_문화 예술 디자인 방송,포토샵
589,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,28.0,08_문화 예술 디자인 방송,포토샵
590,"스마트기기UX&UI 디자인 (디지털 앱, 반응형 웹디자인, 웹표준)양성훈련",(재)한국아이티교육재단 한국IT아카데미 구로,96,4270440,20,78.1,24.0,08_문화 예술 디자인 방송,웹디자인
591,디지털디자인 (UI/UX 디자인) 양성,(주)세일직업전문학교,100,3933300,22,63.0,20.0,08_문화 예술 디자인 방송,디지털디자인
592,디지털디자인실무,동양직업전문학교,80,3146640,20,76.5,30.0,08_문화 예술 디자인 방송,디지털디자인
593,게임그래픽제작전문가양성과정,시드학원,210,3925530,20,52.1,25.0,08_문화 예술 디자인 방송,게임
594,"웹디자인(웹퍼블리셔)양성과정(포토,일러,Html5,CSS)",부산더조은직업전문학교,40,1123800,20,43.8,26.0,08_문화 예술 디자인 방송,웹디자인
595,"디지털편집디자인(포토샵,일러스트,인디자인,E-BOOK)",더조은퍼스트컴퓨터바리스타학원,50,1123800,20,35.2,29.0,08_문화 예술 디자인 방송,포토샵
596,게임 시스템기획 및 서비스 기획자 양성과정,서울게임아트학원,120,2243160,14,51.1,27.0,08_문화 예술 디자인 방송,게임
597,웹툰 및 게임 그래픽 제작 양성과정,서울게임아트학원,154,2243160,12,51.1,27.0,08_문화 예술 디자인 방송,게임
598,"[과정평가형 국가기술자격증 취득] 실내인테리어건축설계(캐드,스케치업)A",이젠아카데미평생교육원,117,4228000,20,87.2,26.0,08_문화 예술 디자인 방송,
599,"그래픽실무(포토샵,일러스트,인디자인)",배움회계캐드컴퓨터학원,30,674280,10,43.6,,08_문화 예술 디자인 방송,포토샵
600,그래픽디자인(포토샵+일러스트+인디자인+포트폴리오+그래픽스운용자격증),배움회계캐드컴퓨터학원,50,1123800,10,43.6,25.0,08_문화 예술 디자인 방송,포토샵
601,웹디자인(웹퍼블리셔) 프론트앤드 실무자 양성,더조은컴퓨터아트학원,95,4270440,20,59.3,25.0,08_문화 예술 디자인 방송,웹디자인
602,게임 2D 및 3D 캐릭터 제작 양성과정,서울게임아트학원,120,2243160,12,51.1,25.0,08_문화 예술 디자인 방송,게임
603,디지털웹디자인양성과정(웹콘텐츠제작),이음컴퓨터디자인학원,79,1629510,10,28.0,25.0,08_문화 예술 디자인 방송,웹디자인
604,"시각디자인실무 양성(포토샵,일러스트,컴퓨터그래픽스)",대화직업능력개발원,32,1067610,10,52.8,32.0,08_문화 예술 디자인 방송,포토샵
605,"영상편집(프리미어, 애펙) 디자인 제작",더조은아카데미,68,1517130,20,41.2,33.0,08_문화 예술 디자인 방송,영상
606,게임 3D 캐릭터 디자이너 양성과정,서울게임아트학원,120,2243160,12,51.1,24.0,08_문화 예술 디자인 방송,게임
607,"영상제작&편집 디자인 입문과정(프리미어, 에프터이펙트,시네마4D)",그린컴퓨터아트학원,61,1869300,20,57.1,29.0,08_문화 예술 디자인 방송,영상
608,"시각디자인(광고,편집디자인)전문가 양성과정(B)",그린컴퓨터아카데미 수원,115,3820920,22,64.2,24.0,08_문화 예술 디자인 방송,시각디자인
609,디지털UI/UX디자인(앱&웹디자인),하이컴퓨터그래픽전산회계학원,95,4270440,22,54.5,25.0,08_문화 예술 디자인 방송,웹디자인
610,"인물,제품,쇼핑몰사진전문가및 사진기능사취득과정",서울사진미디어컴퓨터학원,75,2017050,18,43.4,28.0,08_문화 예술 디자인 방송,쇼핑몰
611,"제품디자인 및 3D프린팅 제품설계제작(캐드,CAD,인벤터,MAX,포토샵)-A",(주)울산KH정보교육원,88,3933300,30,60.5,26.0,08_문화 예술 디자인 방송,포토샵
612,"시각디자인 및 영상그래픽제작,편집",이젠컴퓨터아트서비스학원,57,955230,20,47.4,28.0,08_문화 예술 디자인 방송,시각디자인
613,모바일 RPG 특화 게임콘텐츠 기획 전문가 양성과정,주식회사경일게임아카데미,182,11793600,20,69.7,24.0,08_문화 예술 디자인 방송,게임
614,모바일 UI/UX 반응형 웹디자인(웹퍼블리셔) C,이젠아카데미평생교육원,97,4045680,20,87.2,25.0,08_문화 예술 디자인 방송,웹디자인
615,반응형 UI/UX디자인(웹퍼블리셔),더조은아카데미,100,3933300,20,60.3,26.0,08_문화 예술 디자인 방송,
616,스마트기기 UI/UX 반응형 웹디자인,연희직업전문학교,98,4158060,20,72.5,26.0,08_문화 예술 디자인 방송,웹디자인
